id	label	description	synonyms	node_url	is_root	parent_url
FBbt:00100229	mushroom body medial lobe arborizing neuron 1	A neuron, whose cell body is located in front of the inferior neuropils, anterior to the middle part of the medial lobe of the adult brain. A neurite projects dorsolaterally and forms arborizations further in the inferior neuropils and within the superior neuropils. Some of these branches extend ventromedially and arborize in the medial-most segments of the gamma lobe and the beta-s and beta'-a strata. Some of the fibers further project to the contralateral medial lobes.	MB-M1	http://purl.obolibrary.org/obo/FBbt_00100229	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100229/hierarchicalParents
FBbt:00100231	mushroom body medial lobe arborizing neuron 3	A dopaminergic neuron of the PAM cluster whose cell body is found on the inferior neuropils near the junction of the lobes. The cell body fiber arborizes in the inferior and superior neuropils. The main fiber runs medially towards the tip of the medial lobe. Before entering the beta lobe, fibers branch off to project to the opposite hemisphere. The axonal fibers entering the beta lobe arborize sparsely in the posterior and surface layers of the medial segment (Tanaka et al., 2008) and in the anterior layer of the beta' lobe medial segment (Aso et al., 2010). There are less than 3 neurons of this type in each hemisphere.	MB-M3	http://purl.obolibrary.org/obo/FBbt_00100231	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100231/hierarchicalParents
FBbt:00100242	mushroom body medial-vertical lobe arborizing neuron 2	A glutamatergic neuron whose cell body is located in front of the ventral complex, ventral to the junction of the lobes in each adult brain hemisphere. The cell body fiber runs dorsomedially to the opposite hemisphere. It bifurcates behind the tip of the beta' lobe: one of the fibers runs ventrally and enters the medial-most part of the beta lobe arborizing all three slices; its axon runs dorsolaterally towards the tip region of the vertical lobe, with terminals found in the three alpha lobe slices and in the superior medial, intermediate and lateral protocerebrum. In the alpha lobe slice 3, the terminals are concentrated in the posterior and surface layers. There is one neuron of this type in each hemisphere.	MBON-beta1>alpha	http://purl.obolibrary.org/obo/FBbt_00100242	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100242/hierarchicalParents
FBbt:00100243	mushroom body pedunculus-medial lobe arborizing neuron 1	A neuron whose cell body is located on the inferior neuropils, lateral to the calyx of each adult brain hemisphere. The cell body fiber runs anteriormedially and diverges above the ellipsoid body, with most of the branches arborizing in the crepine, superior medial and lateral protocerebrum. Another fiber turns ventromedially and projects to the opposite hemisphere. A third fiber turns ventrolaterally, runs in front of the anterior surface of the gamma lobe and then below the gamma lobe, and arborizes in the spur of the gamma lobe (slice 1) and inner core of the pedunculus. It is a dopaminergic neuron of the PPL1 cluster. There are 1-2 neurons of this type per hemisphere.	PPL1-01	http://purl.obolibrary.org/obo/FBbt_00100243	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100243/hierarchicalParents
FBbt:00100244	mushroom body pedunculus-vertical lobe arborizing neuron 1	A neuron, which is part of a cluster of at least two neurons, whose cell body is located on the inferior neuropils, near the junction of the mushroom body lobes of each adult brain hemisphere. The cell body fiber bifurcates near the vertical lobe. One of these fibers turns ventromedially to the tip of the medial lobe, whereas the other runs dorsally. The ventromedially directed branch innervates the medial lobe through the border between the gamma and beta' lobes. One branch runs medially to the opposite medial lobe whereas the other runs laterally to the basal segments of the alpha lobe and the inner core of the pedunculus. From the alpha lobe, one branch runs dorsally, turns dorsolaterally behind the alpha lobe and terminates in the posterior of the superior neuropils where it arborizes and further spreads laterally to the anterior dorsal superior lateral protocerebrum and the inferior neuropils.	MB-VP1	http://purl.obolibrary.org/obo/FBbt_00100244	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100244/hierarchicalParents
FBbt:00100234	mushroom body medial lobe arborizing neuron 6	A bilateral neuron whose cell body is located on the superior neuropils, anterior to the pars intercerebralis of the adult brain. The cell body fiber travels ventrally towards the medial lobe, arborizing in the anterior layer of beta' lobe slice 2 and running along the anterior surface of the gamma lobe, turning medially at the bottom of the gamma lobe and forming a terminal in the most medial segment of the gamma lobe (slice 5). The main fiber then enters the opposite gamma lobe, arborizes in the beta' lobe slice 2 and gamma lobe slice 5. The major axon projects ipsilaterally to the superior medial protocerebrum, whereas a very thin axon projects to the CRE and SMP in the other hemisphere. There is one neuron of this type per hemisphere.	MBON-gamma5beta'2a	http://purl.obolibrary.org/obo/FBbt_00100234	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100234/hierarchicalParents
FBbt:00100238	mushroom body vertical lobe arborizing neuron 3	cholinergic neuron whose cell body is located in the dorsal-most area of the subesophageal ganglion, ventromedial to the antennal lobe of the adult brain. The cell body fiber ascends through the median bundle to the level of the gamma lobe, and then projects towards the tip of the alpha lobe (slice 3) where it forms a dense arborization, with sparse terminals in the superiormedial protocerebrum. On the way to the alpha lobe, the axon branches off forming terminals in the superior medial, intermediate and lateral protocerebrum. There are 2 neurons of this type per hemisphere.	MBON-14	http://purl.obolibrary.org/obo/FBbt_00100238	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100238/hierarchicalParents
FBbt:00005819	haltere disc-derived cell-line	Somatic cell of a cultured cell-line that originated from cells of larval haltere imaginal disc.		http://purl.obolibrary.org/obo/FBbt_00005819	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005819/hierarchicalParents
FBbt:00005342	imaginal disc-derived cell-line	Somatic cell of a cultured cell-line that originated from cells of a larval imaginal disc.		http://purl.obolibrary.org/obo/FBbt_00005342	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005342/hierarchicalParents
FBbt:00005817	eye-antenna disc-derived cell-line	Somatic cell of a cultured cell-line that originated from cells of larval eye-antennal imaginal disc.		http://purl.obolibrary.org/obo/FBbt_00005817	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005817/hierarchicalParents
FBbt:00057013	terminal epithelium of testis	A columnar epithelium inside the testis basal lamina in the terminal (basal) 10% of the testis.		http://purl.obolibrary.org/obo/FBbt_00057013	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00057013/hierarchicalParents
FBbt:00005815	dense body	Synaptic ribbon at a neuromuscular junction.	NMJ synaptic ribbon	http://purl.obolibrary.org/obo/FBbt_00005815	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005815/hierarchicalParents
FBbt:00005142	neuromuscular junction	Region of the peripheral nervous system where a motor neuron axon makes synaptic contacts on a target muscle.	NMJ	http://purl.obolibrary.org/obo/FBbt_00005142	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005142/hierarchicalParents
FBbt:00005816	CNS-derived cell-line	Somatic cell of a cultured cell-line that originated from cells of the central nervous system.		http://purl.obolibrary.org/obo/FBbt_00005816	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005816/hierarchicalParents
FBbt:00005329	cultured cell-line	Somatic cell that originates from a cell-line that is being cultured in vitro, under controlled conditions.		http://purl.obolibrary.org/obo/FBbt_00005329	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005329/hierarchicalParents
FBbt:00057014	terminal epithelial cell of testis	Epithelial cell of the terminal epithelium of the testis. These cells engulf the head cyst cell of a spermatid cyst during coiling, so anchoring the head of the coiling spermatid. These cells also phagocytose the waste bags and cyst cells left over at the end of spermatogenesis.		http://purl.obolibrary.org/obo/FBbt_00057014	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00057014/hierarchicalParents
FBbt:00005824	lateral cord surface glial cell		lateral cord surface glia	http://purl.obolibrary.org/obo/FBbt_00005824	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005824/hierarchicalParents
FBbt:00005673	lateral cord glial cell		lateral cord glia	http://purl.obolibrary.org/obo/FBbt_00005673	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005673/hierarchicalParents
FBbt:00005822	embryonic outer optic lobe primordium	Primordium of the late extended germ band and closure embryo that gives rise to the larval outer optic anlage. It develops from the posterior lip of the visual primordium.	P1 OOA	http://purl.obolibrary.org/obo/FBbt_00005822	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005822/hierarchicalParents
FBbt:00005823	lateral cord subset glial cell		lateral cord subset glia	http://purl.obolibrary.org/obo/FBbt_00005823	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005823/hierarchicalParents
FBbt:00005820	antenna disc-derived cell-line	Somatic cell of a cultured cell-line that originated from cells of posterior portion of the larval eye-antennal imaginal disc.		http://purl.obolibrary.org/obo/FBbt_00005820	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005820/hierarchicalParents
FBbt:00005821	adult neuromuscular junction	Any neuromuscular junction (FBbt:00005142) that is part of some adult peripheral nervous system (FBbt:00005892).	adult NMJ	http://purl.obolibrary.org/obo/FBbt_00005821	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005821/hierarchicalParents
FBbt:00005828	embryonic head sensory system	Sensory system of the embryonic head.		http://purl.obolibrary.org/obo/FBbt_00005828	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005828/hierarchicalParents
FBbt:00005827	embryonic sensory system	Sensory system of the embryo.		http://purl.obolibrary.org/obo/FBbt_00005827	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005827/hierarchicalParents
FBbt:00005829	adult peritrophic membrane	Peritrophic membrane of the adult.		http://purl.obolibrary.org/obo/FBbt_00005829	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005829/hierarchicalParents
FBbt:00003142	peritrophic membrane	Non-cellular matrix composed of chitin and glycoprotein secreted into the lumen of the proventriculus (cardia), between the outer and intermediate layers by a group of cells in the anterior proventriculus. It covers the luminal side of the midgut posterior to the proventriculus, separating the midgut epithelial cells from the gut contents. It can be divided into 4 distinct layers in the proventriculus and 2 layers in the midgut.	peritrophic matrix	http://purl.obolibrary.org/obo/FBbt_00003142	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003142/hierarchicalParents
FBbt:00045018	mushroom body medial lobelet	Protrusions in the beta accessory calyx layer (posterior, beta-p) in the medial lobe, formed by the fibers of the alpha/beta posterior Kenyon cells.	mushroom body beta accessory calyx fibers	http://purl.obolibrary.org/obo/FBbt_00045018	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00045018/hierarchicalParents
FBbt:00100261	mushroom body beta lobe posterior layer	Posterior-most layer of the mushroom body beta lobe.	mushroom body beta lobe posterior stratum	http://purl.obolibrary.org/obo/FBbt_00100261	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100261/hierarchicalParents
FBbt:00045014	mushroom body vertical lobelet	Protrusions in the alpha accessory calyx layer (posterior, alpha-p) in the vertical lobe, formed by the fibers of the alpha/beta posterior Kenyon cells.	mushroom body alpha accessory calyx fibers	http://purl.obolibrary.org/obo/FBbt_00045014	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00045014/hierarchicalParents
FBbt:00100256	mushroom body alpha lobe posterior layer	Posterior-most layer of the mushroom body alpha lobe.	alpha-p	http://purl.obolibrary.org/obo/FBbt_00100256	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100256/hierarchicalParents
FBbt:00004503	posterior tentorial pit	Paired tentorial pit at the back of the head capsule, at the boundary between the post-gena and the tentorial bridge.		http://purl.obolibrary.org/obo/FBbt_00004503	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004503/hierarchicalParents
FBbt:00004501	tentorial pit	Paired depression of the head capsule corresponding to an articulation of the tentorial bar (arm). There is an anterior and posterior tentorial pit.		http://purl.obolibrary.org/obo/FBbt_00004501	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004501/hierarchicalParents
GO:0015812	gamma-aminobutyric acid transport	The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	4-aminobutyrate transport	http://purl.obolibrary.org/obo/GO_0015812	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0015812/hierarchicalParents
GO:0006865	amino acid transport	The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.		http://purl.obolibrary.org/obo/GO_0006865	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0006865/hierarchicalParents
GO:0015718	monocarboxylic acid transport	The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.		http://purl.obolibrary.org/obo/GO_0015718	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0015718/hierarchicalParents
FBbt:00004502	anterior tentorial pit	Lateral paired tentorial pit ventral to the eye, at the boundary between the head capsule and the mouthparts.		http://purl.obolibrary.org/obo/FBbt_00004502	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004502/hierarchicalParents
FBbt:00005836	lateral cord subset neuron			http://purl.obolibrary.org/obo/FBbt_00005836	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005836/hierarchicalParents
FBbt:00005675	lateral cord neuron			http://purl.obolibrary.org/obo/FBbt_00005675	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005675/hierarchicalParents
FBbt:00110844	presumptive ocellus	Region of the medial eye disc that will develop into the ocelli.		http://purl.obolibrary.org/obo/FBbt_00110844	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110844/hierarchicalParents
FBbt:00004495	ocellar triangle	Region of the integument of the dorsal postfrons in the adult head where the ocelli are located. The cuticle is smooth, in contrast to the rest of the postfrons.	interocellar cuticle	http://purl.obolibrary.org/obo/FBbt_00004495	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004495/hierarchicalParents
FBbt:00005834	ventral imaginal precursor			http://purl.obolibrary.org/obo/FBbt_00005834	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005834/hierarchicalParents
FBbt:00005023	imaginal precursor	Structure that proliferates to produce a larval imaginal disc and which gives rise to adult tissues (Bate and Martinez Arias, 1991).		http://purl.obolibrary.org/obo/FBbt_00005023	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005023/hierarchicalParents
FBbt:00004504	posterior tentorial bar	Bar across the ventral base of the occipital foramen.		http://purl.obolibrary.org/obo/FBbt_00004504	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004504/hierarchicalParents
FBbt:00004500	adult tentorium	Internal sclerite of the adult head, ventral to the occipital foramen. On each side, it is fused with the head wall for some distance, and then becomes free, extending down to the anterior tentorial pit. It is formed by inward growths of the epidermis. The tentorium provides many of the apodemes for cervical muscles, called tentorial pits.		http://purl.obolibrary.org/obo/FBbt_00004500	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004500/hierarchicalParents
FBbt:00005831	dorsal imaginal precursor			http://purl.obolibrary.org/obo/FBbt_00005831	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005831/hierarchicalParents
FBbt:00004482	head capsule	The fused, compact cephalic plates that comprise the head, excluding the eyes, antennae and mouthparts.	capsula	http://purl.obolibrary.org/obo/FBbt_00004482	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004482/hierarchicalParents
FBbt:00005839	type I bouton	Bouton that displays the largest presynaptic swellings. There are two subtypes, one with bigger boutons (type Ib) and another with smaller (type Is). Type I boutons are glutamatergic.		http://purl.obolibrary.org/obo/FBbt_00005839	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005839/hierarchicalParents
FBbt:00005838	NMJ bouton	Any bouton (FBbt:00005116) that is part of some neuromuscular junction (FBbt:00005142).	neuromuscular junction bouton	http://purl.obolibrary.org/obo/FBbt_00005838	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005838/hierarchicalParents
FBbt:00004507	medial ocellus	Medial ocellus located on the ocellar triangle of the dorsal postfrons of the adult head, just anterior to, and in between the two medial ocelli. It has around 100 photoreceptors.	aOC	http://purl.obolibrary.org/obo/FBbt_00004507	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004507/hierarchicalParents
FBbt:00004506	lateral ocellus	Lateral ocellus located on the ocellar triangle of the dorsal postfrons of the adult head, medial to the interocellar bristles. There are two of these, each one with around 75 photoreceptors.	pOC	http://purl.obolibrary.org/obo/FBbt_00004506	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004506/hierarchicalParents
FBbt:00004509	eye equator	Line on the dorsoventral midline of the adult eye that separates the dorsal and ventral ommatidia, forming a line of mirror image symmetry.		http://purl.obolibrary.org/obo/FBbt_00004509	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004509/hierarchicalParents
FBbt:00111202	anatomical line			http://purl.obolibrary.org/obo/FBbt_00111202	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111202/hierarchicalParents
FBbt:00005837	embryonic/larval neuromuscular junction	Any neuromuscular junction (FBbt:00005142) that is part of some embryonic/larval peripheral nervous system (FBbt:00005893).	larval neuromuscular junction	http://purl.obolibrary.org/obo/FBbt_00005837	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005837/hierarchicalParents
FBbt:00005116	bouton	A swelling specialized for the release of neurotransmitter that most commonly occurs along, or at the end of an axon.	synaptic bouton	http://purl.obolibrary.org/obo/FBbt_00005116	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005116/hierarchicalParents
FBbt:00057000	early-mid elongation-stage spermatid	An elongating spermatid, 200-500 micrometers in length and in which nuclear shaping has begun. The two parts of the mitochondrial derivative become unequal in size.		http://purl.obolibrary.org/obo/FBbt_00057000	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00057000/hierarchicalParents
FBbt:00005846	Pad5 neuroblast	Neuroblast 5 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005846	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005846/hierarchicalParents
FBbt:00005874	dorsal anterior protocerebral neuroblast	A neuroblast located in the dorsal region of the anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005874	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005874/hierarchicalParents
FBbt:00004514	second segment of antenna	Second segment of the antenna located ventrolaterally to the first segment. It is larger than the first segment and somewhat swollen. It has on average 25 bristles of various sizes. The Johnston's organ is contained in this segment.	pedicel	http://purl.obolibrary.org/obo/FBbt_00004514	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004514/hierarchicalParents
FBbt:00110813	presumptive second segment of antenna	Region of the antennal disc that will develop into the second segment of antenna.		http://purl.obolibrary.org/obo/FBbt_00110813	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110813/hierarchicalParents
FBbt:00004513	first segment of antenna	Proximal-most segment of the antenna. It is a narrow ring which bears on its dorsal side a medial group of four and a single lateral bristle. Its pigmentation and hair pattern are similar to those of the prefrons.	antennal segment 1	http://purl.obolibrary.org/obo/FBbt_00004513	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004513/hierarchicalParents
FBbt:00110812	presumptive first segment of antenna	Region of the antennal disc that will develop into the first segment of antenna.		http://purl.obolibrary.org/obo/FBbt_00110812	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110812/hierarchicalParents
FBbt:00005847	Pad6 neuroblast	Neuroblast 6 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005847	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005847/hierarchicalParents
FBbt:00005844	Pad3 neuroblast	Neuroblast 3 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005844	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005844/hierarchicalParents
FBbt:00004516	fourth segment of antenna	A small ring at the base of the 5th segment, where it attaches to the 3rd segment.	antennal segment 4	http://purl.obolibrary.org/obo/FBbt_00004516	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004516/hierarchicalParents
FBbt:00004518	basal cylinder	The adult antennal segments basal to the arista. It includes antennal segments 4 and 5.	basal capsule	http://purl.obolibrary.org/obo/FBbt_00004518	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004518/hierarchicalParents
FBbt:00005845	Pad4 neuroblast	Neuroblast 4 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005845	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005845/hierarchicalParents
FBbt:00110814	presumptive third segment of antenna	Region of the antennal disc that will develop into the third segment of the antenna.		http://purl.obolibrary.org/obo/FBbt_00110814	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110814/hierarchicalParents
FBbt:00005842	Pad1 neuroblast	Neuroblast 1 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005842	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005842/hierarchicalParents
FBbt:00057009	head cyst cell	The member of a cyst cell pair that envelopes the head of a developing spermatid.		http://purl.obolibrary.org/obo/FBbt_00057009	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00057009/hierarchicalParents
FBbt:00057008	spermatid cyst cell	Cyst cell of a spermatid cyst.		http://purl.obolibrary.org/obo/FBbt_00057008	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00057008/hierarchicalParents
FBbt:00005843	Pad2 neuroblast	Neuroblast 2 of the dorsal anterior protocerebrum.		http://purl.obolibrary.org/obo/FBbt_00005843	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005843/hierarchicalParents
FBbt:00005840	type II bouton	Bouton that displays the smallest presynaptic swellings. The terminals bearing them are very long and the most elaborate of all axon terminal types. In the larva, these boutons contain glutamate and octopamine; in the adult some type II boutons contain the latter.		http://purl.obolibrary.org/obo/FBbt_00005840	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005840/hierarchicalParents
FBbt:00005841	type III bouton	Bouton that displays medium size presynaptic swellings. In the larva, these boutons contain an insulin-like peptide.		http://purl.obolibrary.org/obo/FBbt_00005841	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005841/hierarchicalParents
